Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
12/29/1978,226,137.1,89668.53,110.7,910.95,865.79,37984.91,4549.32,2834.14,2768.15,7117547.34,2732.28,23463.63,12613005.94,6717.24,788332.07,28341.8,7030.64,946.87
1/1/1979,226,137.1,89668.53,110.7,910.95,865.79,37984.91,4549.32,2834.14,2768.15,7117547.34,2732.28,23463.63,12613005.94,6717.24,788332.07,28341.8,7030.64,946.87
1/2/1979,226.8,137.3,"43,164.90",111.5,263.7,359.6,"1,792.90",4549.32,2834.14,735.6,"138,160.50",851.3,"4,454.60",12613005.94,6717.24,"107,470.00",28341.8,194.6,193.6
1/3/1979,218.6,134,"43,717.90",108,264.4,365.9,"1,802.20",4549.32,2834.14,739.4,"138,877.00",855.7,"4,477.70",12613005.94,6717.24,"108,027.40",28341.8,192.2,193
1/4/1979,223.2,136.8,"43,674.90",110.7,264.1,366.4,"1,811.70",4549.32,2834.14,743.4,"139,616.30",860.3,"4,501.50",12613005.94,6717.24,"108,602.50",28341.8,193,194.6
1/5/1979,225.5,138.4,"44,582.50",111.6,268.4,373.7,"1,843.60",4549.32,2834.14,756.4,"142,069.10",875.4,"4,580.60",12613005.94,6717.24,"110,510.40",28341.8,196.4,197.9
1/8/1979,223.1,136.4,"44,436.20",110.2,269.5,372.6,"1,841.30",4549.32,2834.14,750.9,"141,870.90",869.7,"4,574.20",12613005.94,6717.24,"110,356.30",28341.8,197.2,197.9
1/9/1979,224,137.3,"44,045.60",111,266.3,372.8,"1,822.50",4549.32,2834.14,743.3,"140,446.70",860.9,"4,528.30",12613005.94,6717.24,"109,248.40",28341.8,195,195.9
1/10/1979,220.7,135.5,"43,366.40",109.9,261.8,365.9,"1,803.50",4549.32,2834.14,735.6,"138,981.00",852,"4,481.00",12613005.94,6717.24,"108,108.30",28341.8,192,192.7
1/11/1979,220.7,135.9,"43,770.60",110.2,262.5,370.9,"1,814.60",4549.32,2834.14,740.1,"139,833.80",857.2,"4,508.50",12613005.94,6717.24,"108,771.70",28341.8,192.4,193.8
1/12/1979,217.6,134.1,"42,837.10",109,257.2,364.6,"1,782.60",4549.32,2834.14,727.1,"137,371.80",842.1,"4,429.10",12613005.94,6717.24,"106,856.60",28341.8,187.1,189.8
1/15/1979,216.9,133.8,"42,795.30",108.8,256.8,367.8,"1,782.00",4549.32,2834.14,718.1,"135,122.40",825.5,"4,374.70",12613005.94,6717.24,"106,819.80",28341.8,187.3,189.8
1/16/1979,220.7,135.6,"43,225.90",110.2,260.9,367.7,"1,796.50",4549.32,2834.14,724,"136,222.90",832.3,"4,410.40",12613005.94,6717.24,"107,689.80",28341.8,189.3,191.9
1/17/1979,227.3,139.2,"44,349.70",113.3,267.6,376.2,"1,842.10",4549.32,2834.14,742.3,"139,676.20",853.4,"4,522.20",12613005.94,6717.24,"110,419.80",28341.8,196,197.1
1/18/1979,231.8,141.7,"44,823.40",115.3,270.8,379.1,"1,861.70",4549.32,2834.14,750.3,"141,168.10",862.5,"4,570.50",12613005.94,6717.24,"111,599.20",28341.8,197.1,199
1/19/1979,230.6,141.1,"46,908.80",115.1,280.9,396.1,"1,940.80",4549.32,2834.14,782.1,"147,159.40",899.1,"4,764.40",12613005.94,6717.24,"116,335.50",28341.8,206.5,207.6
1/22/1979,235,144,"46,387.40",117.6,278.3,393.5,"1,886.90",4549.32,2834.14,781.1,"146,492.80",898.4,"4,746.60",12613005.94,6717.24,"115,493.30",28341.8,203.5,205.7
1/23/1979,230,141.1,"45,633.10",115.2,273.3,386.8,"1,895.40",4549.32,2834.14,768.4,"144,110.70",883.8,"4,669.50",12613005.94,6717.24,"113,615.30",28341.8,200.7,202
1/24/1979,236.1,144.7,"46,372.40",118.1,278.9,392.8,"1,926.10",4549.32,2834.14,780.9,"146,445.40",898.1,"4,745.10",12613005.94,6717.24,"115,456.00",28341.8,203.9,205.6
1/25/1979,233.9,144,"46,890.30",117.3,280.1,397.2,"1,937.80",4549.32,2834.14,785.6,"147,335.80",903.6,"4,774.00",12613005.94,6717.24,"116,157.90",28341.8,205.2,206.5
1/26/1979,235.5,144.6,"46,801.30",118,279.6,394.6,"1,929.30",4549.32,2834.14,782.2,"146,687.10",899.6,"4,752.90",12613005.94,6717.24,"115,646.50",28341.8,204.3,206
1/29/1979,235.2,145.3,"46,917.30",117.9,279.3,395.3,"1,887.00",4549.32,2834.14,780,"146,264.70",896.1,"4,721.90",12613005.94,6717.24,"115,498.50",28341.8,203.1,206
1/30/1979,233.5,144.1,"46,907.20",116.9,278.5,394.2,"1,921.60",4549.32,2834.14,777.9,"145,868.40",893.7,"4,709.10",12613005.94,6717.24,"115,185.50",28341.8,203.1,205.6
1/31/1979,233.7,144.8,"45,160.30",117.4,267.1,379.3,"1,840.80",4549.32,2834.14,745.2,"139,739.30",856.1,"4,511.30",12613005.94,6717.24,"108,235.80",28341.8,194.5,197.2
2/1/1979,229.4,142.9,"47,160.50",115.8,279.2,397.1,"1,927.10",4549.32,2834.14,780.1,"146,291.20",896.3,"4,722.80",12613005.94,6717.24,"113,310.70",28341.8,202.3,205.8
2/2/1979,230.3,143.5,"46,328.30",116.3,275.5,393,"1,907.40",4549.32,2834.14,772.1,"144,790.60",887.1,"4,674.30",12613005.94,6717.24,"112,148.30",28341.8,199.4,203.5
2/5/1979,243.1,150.3,"47,766.00",122.2,285.8,403.9,"1,971.90",4549.32,2834.14,800.5,"149,178.80",909.7,"4,797.30",12613005.94,6717.24,"115,919.10",28341.8,207,210.9
2/6/1979,244.5,150.8,"48,317.70",122.6,289.7,408.7,"1,996.80",4549.32,2834.14,810.8,"151,091.60",921.4,"4,858.80",12613005.94,6717.24,"117,405.40",28341.8,211,214
2/7/1979,251.6,153.7,"48,835.70",124.9,296.9,412.3,"2,031.00",4549.32,2834.14,824.6,"153,677.80",937.2,"4,942.00",12613005.94,6717.24,"119,415.10",28341.8,215.6,218.4
2/8/1979,250.5,153.5,"50,293.30",124.9,303.3,420.6,"2,081.00",4549.32,2834.14,845,"157,467.50",960.3,"5,063.90",12613005.94,6717.24,"122,359.80",28341.8,217.6,223.1
2/9/1979,246.8,151.3,"48,548.60",123.3,291.4,405.7,"2,000.90",4549.32,2834.14,812.6,"151,432.50",923.5,"4,869.80",12613005.94,6717.24,"117,670.30",28341.8,208.8,214.7
2/12/1979,244.3,150,"49,820.40",121.9,298,415.4,"2,046.40",4549.32,2834.14,840.7,"156,000.00",961.5,"5,036.80",12613005.94,6717.24,"120,300.10",28341.8,214.3,220
2/13/1979,240.6,148.1,"48,714.80",120.1,291,406.5,"2,000.60",4549.32,2834.14,822.1,"152,538.20",940.2,"4,925.10",12613005.94,6717.24,"117,630.50",28341.8,208.7,214.4
2/14/1979,240.7,148.3,"47,638.50",120,283.2,397.9,"1,946.70",4549.32,2834.14,799.9,"148,426.10",914.9,"4,792.30",12613005.94,6717.24,"114,459.40",28341.8,202.6,209.9
2/15/1979,247.8,152.4,"49,146.70",123.6,292.6,408,"2,008.30",4549.32,2834.14,825.2,"153,125.00",943.8,"4,944.00",12613005.94,6717.24,"118,083.00",28341.8,209.8,216.4
2/16/1979,247.1,152.2,"49,351.90",123.3,293.5,411.9,"2,016.70",4549.32,2834.14,828.7,"153,764.40",947.8,"4,964.70",12613005.94,6717.24,"118,576.00",28341.8,210,217.2
2/19/1979,248.1,152.8,"50,094.50",123.9,298.3,417.5,"2,047.40",4549.32,2834.14,839.9,"156,000.10",959.5,"5,087.30",12613005.94,6717.24,"120,360.20",28341.8,213.6,220.5
2/20/1979,247,152.2,"49,921.70",123.2,296.4,414.5,"2,032.40",4549.32,2834.14,833.9,"154,884.10",952.7,"5,050.90",12613005.94,6717.24,"119,499.20",28341.8,210,219.3
2/21/1979,250.8,154.6,"50,398.60",124.9,297.8,417.1,"2,039.20",4549.32,2834.14,836.7,"155,400.90",955.8,"5,067.80",12613005.94,6717.24,"119,897.90",28341.8,211,220.5
2/22/1979,252.4,155.4,"50,607.40",125.6,300.2,420.5,"2,052.70",4549.32,2834.14,842.2,"156,429.90",962.2,"5,101.40",12613005.94,6717.24,"120,691.80",28341.8,212.6,222.3
2/23/1979,251,154.4,"50,405.40",124.8,299.4,418,"2,042.00",4549.32,2834.14,837.8,"155,613.40",957.1,"5,074.70",12613005.94,6717.24,"120,061.90",28341.8,211.7,221.3
2/26/1979,248.6,152.7,"50,592.60",123,299.7,416.8,"2,034.50",4549.32,2834.14,837.2,"156,436.90",957.4,"5,042.20",12613005.94,6717.24,"119,622.70",28341.8,211.5,221.7
2/27/1979,247.9,152.5,"50,111.40",122.6,296.3,412.9,"2,012.70",4549.32,2834.14,828.3,"154,759.60",947.1,"4,988.20",12613005.94,6717.24,"118,340.20",28341.8,210.3,219.5
2/28/1979,251.3,154.6,"50,209.10",124.2,295.5,413.6,"2,011.70",4549.32,2834.14,827.8,"154,683.10",946.6,"4,985.70",12613005.94,6717.24,"119,929.30",28341.8,209.4,219.6
3/1/1979,248.8,153.3,"50,821.00",123,295.7,417.7,"2,023.90",4549.32,2834.14,832.9,"155,619.50",952.4,"5,015.90",12613005.94,6717.24,"120,655.20",28341.8,210.2,221.2
3/2/1979,248,152.8,"50,920.80",122.7,295,417.3,"2,020.50",4549.32,2834.14,831.5,"155,360.10",950.8,"5,007.50",12613005.94,6717.24,"120,454.20",28341.8,210,221.3
3/5/1979,238.2,147,"49,760.50",117.8,287.5,407.9,"1,972.10",4549.32,2834.14,813.9,"151,749.80",929.2,"4,898.60",12613005.94,6717.24,"117,567.50",28341.8,204.8,216
3/6/1979,239.8,147.9,"48,982.70",118.4,283.9,401.2,"1,941.20",4549.32,2834.14,801.2,"149,377.60",914.7,"4,822.00",12613005.94,6717.24,"115,729.60",28341.8,202,212.9
3/7/1979,242.3,149.1,"49,423.00",119.1,286.7,403.8,"1,954.00",4549.32,2834.14,806.5,"150,357.70",920.7,"4,853.70",12613005.94,6717.24,"116,489.00",28341.8,204,214.9
3/8/1979,239.2,147.1,"48,791.80",117.1,281.9,397.9,"1,919.80",4549.32,2834.14,792.4,"147,726.40",904.6,"4,768.70",12613005.94,6717.24,"114,450.40",28341.8,201,212.2
3/9/1979,241,148.4,"49,315.20",118.2,284.1,401.7,"1,938.10",4549.32,2834.14,799.9,"149,132.50",913.2,"4,814.10",12613005.94,6717.24,"115,539.80",28341.8,202.7,213.8
3/12/1979,240,148,"49,652.40",117.6,283.9,403.5,"1,939.70",4549.32,2834.14,806.5,"150,625.10",924.6,"4,867.20",12613005.94,6717.24,"115,638.20",28341.8,203,214.5
3/13/1979,239.1,147.8,"50,063.30",117.2,280.6,403.2,"1,963.40",4549.32,2834.14,801.7,"149,735.20",919.1,"4,838.50",12613005.94,6717.24,"114,954.90",28341.8,202.2,214.2
3/14/1979,239.5,147.8,"49,758.40",117.6,281.1,402.8,"1,969.90",4549.32,2834.14,804.4,"150,232.00",922.2,"4,854.50",12613005.94,6717.24,"115,336.30",28341.8,202.3,214.3
3/15/1979,240.1,148.2,"49,673.70",117.9,281.4,403.4,"1,970.10",4549.32,2834.14,804.4,"150,243.20",922.2,"4,854.90",12613005.94,6717.24,"115,344.90",28341.8,202.1,214.1
3/16/1979,244,150.8,"49,687.00",120.2,280.8,403.1,"1,972.90",4549.32,2834.14,805.6,"150,461.70",923.6,"4,862.00",12613005.94,6717.24,"115,512.70",28341.8,202.3,214
3/19/1979,242.3,149.7,"50,584.70",119.7,284.6,410.9,"2,016.90",4549.32,2834.14,821.2,"152,500.40",938.1,"4,947.80",12613005.94,6717.24,"118,090.20",28341.8,206.3,217.8
3/20/1979,242.1,149.4,"50,126.50",119.1,283,407.5,"1,991.60",4549.32,2834.14,810.8,"150,580.70",926.3,"4,885.50",12613005.94,6717.24,"116,603.60",28341.8,204.1,216
3/21/1979,239.9,148.3,"49,778.10",118.1,280.2,407,"1,977.70",4549.32,2834.14,805.2,"149,534.20",919.9,"4,851.60",12613005.94,6717.24,"115,793.20",28341.8,203.4,215
3/22/1979,242.9,149.9,"49,959.60",119.4,283.7,410.3,"1,998.00",4549.32,2834.14,813.5,"151,066.30",929.3,"4,901.30",12613005.94,6717.24,"116,979.60",28341.8,205,216.9
3/23/1979,242.5,149.7,"49,816.20",119,282.7,409.1,"1,987.50",4549.32,2834.14,809.2,"150,273.20",924.4,"4,875.60",12613005.94,6717.24,"116,365.50",28341.8,204,215.8
3/26/1979,245.3,151,"50,353.10",119.4,285.2,411,"1,989.90",4549.32,2834.14,817.3,"152,687.70",933.9,"4,937.20",12613005.94,6717.24,"116,508.10",28341.8,205.5,217.5
3/27/1979,244.4,150.7,"51,005.20",119,287.9,415.3,"2,006.20",4549.32,2834.14,824,"153,937.70",941.5,"4,977.60",12613005.94,6717.24,"117,461.90",28341.8,208.4,219.9
3/28/1979,244.4,150.7,"50,684.10",119.3,283.7,410.5,"1,988.90",4549.32,2834.14,816.9,"152,609.90",933.4,"4,934.60",12613005.94,6717.24,"116,448.70",28341.8,206.3,218.1
3/29/1979,241.5,149.1,"50,335.80",117.5,281.1,408.5,"1,966.00",4549.32,2834.14,807.5,"150,853.30",922.7,"4,877.80",12613005.94,6717.24,"115,108.30",28341.8,203.9,215.8
3/30/1979,240.1,148,"50,274.30",116.2,278.2,406.2,"1,940.20",4549.32,2834.14,796.7,"148,844.20",910.4,"4,812.90",12613005.94,6717.24,"116,123.60",28341.8,202.4,214.6
4/2/1979,239.7,148.5,"50,844.10",115.9,277.6,409.2,"1,948.10",4549.32,2834.14,807.9,"150,001.60",922.9,"4,849.60",12613005.94,6717.24,"116,233.10",28341.8,203.1,215.2
4/3/1979,240,148.8,"51,208.10",116.2,278.1,409,"1,942.60",4549.32,2834.14,808.2,"150,047.90",923.1,"4,851.10",12613005.94,6717.24,"116,269.00",28341.8,202.9,215.6
4/4/1979,239.8,148.5,"51,481.10",116,277,409.2,"1,940.80",4549.32,2834.14,807.5,"149,912.80",922.3,"4,846.80",12613005.94,6717.24,"116,164.30",28341.8,202.7,215.7
4/5/1979,240.7,149.1,"51,850.40",116,277,411.9,"1,939.50",4549.32,2834.14,806.9,"149,806.90",921.7,"4,843.30",12613005.94,6717.24,"116,082.20",28341.8,202.9,216.3
4/6/1979,239.8,148.5,"51,488.40",114.9,275.8,410,"1,922.70",4549.32,2834.14,799.9,"148,511.80",913.7,"4,801.50",12613005.94,6717.24,"115,078.70",28341.8,203.4,216.1
4/9/1979,240.2,149.9,"51,461.30",114.7,276.3,414.6,"1,957.60",4549.32,2834.14,808,"150,000.10",919.2,"4,835.30",12613005.94,6717.24,"114,762.10",28341.8,203.1,215.6
4/10/1979,239.8,149.3,"50,895.10",114.1,274.8,411.8,"1,946.30",4549.32,2834.14,803.6,"149,180.20",914.2,"4,808.80",12613005.94,6717.24,"114,134.80",28341.8,202.6,215.6
4/11/1979,238.4,148.3,"50,867.50",114.2,274.3,410.2,"1,956.20",4549.32,2834.14,807.7,"149,938.70",918.8,"4,833.30",12613005.94,6717.24,"114,715.20",28341.8,203.4,216
4/12/1979,234,145.9,"50,311.20",112.4,267.7,403.4,"1,917.60",4549.32,2834.14,824.3,"146,059.80",900.7,"4,740.50",12613005.94,6717.24,"112,447.70",28341.8,198.5,211.2
4/13/1979,234,145.9,"50,311.20",112.4,267.7,403.4,"1,917.60",4549.32,2834.14,824.3,"146,059.80",900.7,"4,740.50",12613005.94,6717.24,"112,447.70",28341.8,198.5,211.2
4/16/1979,234,145.9,"50,311.20",112.4,267.7,403.4,"1,917.60",4549.32,2834.14,824.3,"146,059.80",898.4,"4,740.50",12613005.94,6717.24,"112,447.70",28341.8,198.5,211.2
4/17/1979,231.9,144.8,"50,326.70",111.2,264.9,399.2,"1,897.50",4549.32,2834.14,815.7,"144,532.00",889,"4,691.00",12613005.94,6717.24,"111,271.50",28341.8,196.4,209.3
4/18/1979,233.2,145.4,"50,551.00",112.5,267.4,402.7,"1,931.50",4549.32,2834.14,830.3,"147,125.40",905,"4,775.10",12613005.94,6717.24,"113,268.10",28341.8,199.3,211.9
4/19/1979,240.9,149.9,"52,131.70",115.9,275.6,413.5,"1,980.30",4549.32,2834.14,851.3,"150,839.70",927.8,"4,895.70",12613005.94,6717.24,"116,127.60",28341.8,204.7,217.5
4/20/1979,236.4,147.7,"51,974.40",114.3,271.2,410.4,"1,965.60",4549.32,2834.14,844.9,"149,718.50",920.9,"4,859.30",12613005.94,6717.24,"115,264.50",28341.8,201.7,215.3
4/23/1979,236.9,147.8,"51,665.50",114.5,270.3,407.1,"1,953.90",4549.32,2834.14,799.9,"147,936.10",908.6,"4,785.20",12613005.94,6717.24,"114,579.40",28341.8,200.8,213.8
4/24/1979,239.7,149.3,"52,353.10",115.9,273.7,412.1,"1,982.10",4549.32,2834.14,811.4,"150,071.20",921.7,"4,854.30",12613005.94,6717.24,"116,233.10",28341.8,203.1,217
4/25/1979,241.8,150.4,"52,722.50",118.4,275.5,414.5,"2,020.70",4549.32,2834.14,827.2,"152,995.70",939.7,"4,948.90",12613005.94,6717.24,"118,498.20",28341.8,205.9,219.1
4/26/1979,242.2,150.7,"52,836.40",118.6,277.5,414.5,"2,025.10",4549.32,2834.14,829,"153,326.30",941.7,"4,959.60",12613005.94,6717.24,"118,754.20",28341.8,205.7,219.1
4/27/1979,243.7,151.2,"53,323.20",118.6,277.2,416.3,"2,016.60",4549.32,2834.14,825.5,"152,682.60",937.7,"4,938.70",12613005.94,6717.24,"118,255.70",28341.8,205.2,219.9
4/30/1979,245.3,152.8,"54,144.60",118.8,278.5,420,"2,013.10",4549.32,2834.14,819.4,"152,453.60",930.2,"4,891.00",12613005.94,6717.24,"117,423.30",28341.8,206.9,221.1
5/1/1979,247.3,152.8,"54,994.60",119.6,281.6,423.9,"2,044.70",4549.32,2834.14,832.3,"154,846.90",944.8,"4,967.80",12613005.94,6717.24,"119,266.60",28341.8,209,223.9
5/2/1979,246.3,153.2,"55,508.90",119.1,281.5,425.1,"2,036.10",4549.32,2834.14,828.8,"154,196.50",940.9,"4,946.90",12613005.94,6717.24,"118,765.70",28341.8,209.3,224.3
5/3/1979,246.5,153.3,"55,244.10",118.7,281.3,423.5,"2,019.60",4549.32,2834.14,822.2,"152,968.10",933.4,"4,907.50",12613005.94,6717.24,"117,819.50",28341.8,208.5,223.3
5/4/1979,248.5,154.5,"54,691.30",119.6,284.4,426.3,"2,034.50",4549.32,2834.14,838.8,"154,750.10",940.1,"5,002.40",12613005.94,6717.24,"118,673.50",28341.8,209.1,224.3
5/7/1979,248.5,154.5,"54,691.30",119.6,284.4,426.3,"2,034.50",4549.32,2834.14,838.8,"154,750.10",940.1,"5,002.40",12613005.94,6717.24,"118,673.50",28341.8,209.1,224.3
5/8/1979,249,154.8,"56,574.90",120.4,289.4,429,"2,066.00",4549.32,2834.14,852,"157,169.30",954.8,"5,080.60",12613005.94,6717.24,"120,528.70",28341.8,211.2,225.5
5/9/1979,248,154.1,"52,685.40",119.9,286.5,423.5,"2,039.60",4549.32,2834.14,841.1,"155,159.10",942.6,"5,015.60",12613005.94,6717.24,"118,987.20",28341.8,208.5,221.9
5/10/1979,252.3,157.1,"53,975.20",123.1,291.7,432.3,"2,096.60",4549.32,2834.14,864.6,"159,500.10",969,"5,155.90",12613005.94,6717.24,"122,316.10",28341.8,214.3,227.2
5/11/1979,251.5,156.7,"54,147.00",123.1,291.7,433.4,"2,103.30",4549.32,2834.14,867.3,"160,007.70",972.1,"5,172.30",12613005.94,6717.24,"122,705.40",28341.8,213.8,227.9
5/14/1979,251,156.4,"53,537.50",122.8,291.4,431.1,"2,090.00",4549.32,2834.14,843.2,"156,687.50",961.6,"5,089.40",12613005.94,6717.24,"122,158.00",28341.8,212.8,225.8
5/15/1979,255.5,159.6,"54,229.80",123.9,294.1,437.9,"2,066.60",4549.32,2834.14,844.5,"156,916.40",963,"5,096.90",12613005.94,6717.24,"122,336.40",28341.8,213.1,227.7
5/16/1979,256.5,160.1,"54,923.00",124.5,296.1,442.7,"2,090.70",4549.32,2834.14,854.3,"158,742.20",974.2,"5,156.20",12613005.94,6717.24,"123,759.90",28341.8,216.2,230.6
5/17/1979,256.8,160.7,"55,795.90",124.9,297.6,446.5,"2,107.20",4549.32,2834.14,861.1,"159,998.30",981.9,"5,197.00",12613005.94,6717.24,"124,739.10",28341.8,217.5,232.7
5/18/1979,256.4,161.1,"56,328.20",125.2,297.2,448.2,"2,115.50",4549.32,2834.14,864.4,"160,623.30",985.7,"5,217.30",12613005.94,6717.24,"125,226.40",28341.8,216.9,233.1
5/21/1979,262,164.9,"57,123.70",128.2,302.2,454.7,"2,148.90",4549.32,2834.14,885.1,"163,164.90","1,000.10","5,288.30",12613005.94,6717.24,"127,208.00",28341.8,220.3,236.1
5/22/1979,265.4,166.8,"58,180.60",129.8,307.2,461.2,"2,181.40",4549.32,2834.14,898.5,"165,628.40","1,015.20","5,368.20",12613005.94,6717.24,"129,128.60",28341.8,223,239.9
5/23/1979,264.2,165.9,"57,750.80",128.4,304.4,457.1,"2,154.50",4549.32,2834.14,887.4,"163,584.70","1,002.60","5,301.90",12613005.94,6717.24,"127,535.20",28341.8,221.5,238.5
5/24/1979,263.8,165.4,"57,519.30",128.5,303.9,456.1,"2,155.40",4549.32,2834.14,887.8,"163,654.50","1,003.10","5,304.20",12613005.94,6717.24,"127,589.70",28341.8,221.2,238.3
5/25/1979,270.6,170,"59,393.00",131.9,313,469.5,"2,215.70",4549.32,2834.14,917.9,"168,828.90","1,031.20","5,469.20",12613005.94,6717.24,"131,161.70",28341.8,227.8,244.8
5/28/1979,270.6,170,"59,393.00",131.9,313,469.5,"2,215.70",4549.32,2834.14,917.9,"168,828.90","1,031.20","5,469.20",12613005.94,6717.24,"131,161.70",28341.8,227.8,244.8
5/29/1979,273.8,172.2,"61,318.30",133.2,319.8,480.9,"2,260.00",4549.32,2834.14,936.2,"172,201.60","1,051.80","5,578.40",12613005.94,6717.24,"133,781.90",28341.8,232.3,250
5/30/1979,270.3,169.7,"60,036.90",131.3,316.3,472.9,"2,228.60",4549.32,2834.14,923.2,"169,812.00","1,037.20","5,501.00",12613005.94,6717.24,"131,925.50",28341.8,230.1,247.2
5/31/1979,274.6,172,"61,057.10",132.7,321.6,478,"2,253.40",4549.32,2834.14,933.3,"171,656.10","1,048.40","5,560.80",12613005.94,6717.24,"133,889.60",28341.8,233.7,250.7
6/1/1979,275.1,172.7,"61,222.20",132.6,322.7,479.8,"2,244.70",4549.32,2834.14,929.7,"170,995.30","1,044.40","5,539.30",12613005.94,6717.24,"133,374.10",28341.8,233.2,250
6/4/1979,272.9,171,"60,143.80",131.3,321.6,472.9,"2,215.50",4549.32,2834.14,929.6,"170,917.70","1,049.50","5,525.20",12613005.94,6717.24,"131,670.30",28341.8,231.2,247.1
6/5/1979,274.8,172.3,"60,913.30",132.1,323.9,478.6,"2,231.00",4549.32,2834.14,935.9,"172,068.40","1,056.50","5,562.40",12613005.94,6717.24,"132,556.70",28341.8,232.7,249.4
6/6/1979,280,175.7,"61,851.50",135,329.5,487.4,"2,277.70",4549.32,2834.14,955.5,"175,674.50","1,078.70","5,679.00",12613005.94,6717.24,"135,334.80",28341.8,236.9,254
6/7/1979,276.1,173.2,"61,289.20",133.7,329.1,483.1,"2,275.70",4549.32,2834.14,954.7,"175,517.50","1,077.70","5,673.90",12613005.94,6717.24,"135,213.90",28341.8,236,252.7
6/8/1979,280,175.5,"60,878.70",135.7,325.9,480.4,"2,263.00",4549.32,2834.14,949.3,"174,534.70","1,071.70","5,642.10",12613005.94,6717.24,"134,456.80",28341.8,234.6,251
6/11/1979,282.4,177,"61,768.20",136.5,331.8,489.4,"2,297.90",4549.32,2834.14,956.9,"176,500.10","1,081.10","5,682.70",12613005.94,6717.24,"136,496.60",28341.8,238.2,254.7
6/12/1979,277.8,174,"61,274.00",132.8,327.6,483.1,"2,244.20",4549.32,2834.14,934.8,"172,420.70","1,056.10","5,551.30",12613005.94,6717.24,"133,341.80",28341.8,234.6,251.2
6/13/1979,276.6,173.1,"60,790.60",131.5,323.4,477.7,"2,208.50",4549.32,2834.14,919.9,"169,675.60","1,039.30","5,463.00",12613005.94,6717.24,"131,218.90",28341.8,232.9,249.6
6/14/1979,279,174.5,"61,359.20",133.1,326.9,481.6,"2,238.80",4549.32,2834.14,932.5,"172,005.20","1,053.60","5,538.00",12613005.94,6717.24,"133,020.50",28341.8,234.8,251.7
6/15/1979,280,174.1,"61,190.10",132.9,327.2,474.3,"2,257.80",4549.32,2834.14,929.5,"171,438.30","1,050.10","5,519.70",12613005.94,6717.24,"132,582.10",28341.8,234.7,251.5
6/18/1979,278,172.8,"61,551.70",132,328,478.6,"2,263.10",4549.32,2834.14,950.5,"174,950.30","1,074.20","5,650.00",12613005.94,6717.24,"132,933.50",28341.8,236,252.3
6/19/1979,280.3,173,"61,040.10",132,328.6,469.7,"2,238.90",4549.32,2834.14,940.1,"173,029.10","1,062.40","5,588.00",12613005.94,6717.24,"131,473.70",28341.8,233.4,249.6
6/20/1979,281.4,173.1,"61,423.70",131.9,329.5,469.8,"2,240.90",4549.32,2834.14,940.9,"173,184.00","1,063.30","5,593.00",12613005.94,6717.24,"131,591.30",28341.8,236.2,251.5
6/21/1979,282.3,173.5,"61,430.40",131.9,329.8,466,"2,232.80",4549.32,2834.14,937.5,"172,555.90","1,059.50","5,572.70",12613005.94,6717.24,"131,114.10",28341.8,237,252
6/22/1979,283.5,173.7,"60,816.20",132.4,331.3,466.3,"2,274.30",4549.32,2834.14,941.2,"173,233.90","1,063.60","5,594.60",12613005.94,6717.24,"131,629.30",28341.8,238.3,252.9
6/25/1979,283.9,172.9,"60,879.60",131.5,332.8,467.8,"2,275.70",4549.32,2834.14,959.3,"173,414.70","1,091.10","5,692.60",12613005.94,6717.24,"131,766.60",28341.8,240.5,253.9
6/26/1979,281.5,172.2,"60,781.40",130.8,328.5,468.6,"2,263.20",4549.32,2834.14,953.6,"172,388.70","1,084.60","5,659.00",12613005.94,6717.24,"130,987.10",28341.8,237.8,251.1
6/27/1979,281.8,172.1,"60,768.30",130.7,326.9,465.9,"2,251.80",4549.32,2834.14,948.8,"171,519.60","1,079.20","5,630.40",12613005.94,6717.24,"130,326.70",28341.8,237.9,251.2
6/28/1979,275.9,168.4,"60,922.40",127.2,328,465.6,"2,240.70",4549.32,2834.14,944.2,"170,673.40","1,073.80","5,602.70",12613005.94,6717.24,"129,683.70",28341.8,238,250.7
6/29/1979,277.5,169,"60,161.40",127.3,322.6,457.7,"2,190.60",4549.32,2834.14,923,"166,854.40","1,049.80","5,477.30",12613005.94,6717.24,"133,065.60",28341.8,232.3,245.5
7/2/1979,282.5,172.3,"61,572.10",129.1,329.9,467.4,"2,252.70",4549.32,2834.14,943.9,"176,657.20","1,071.60","5,671.10",12613005.94,6717.24,"135,330.20",28341.8,238.9,252.1
7/3/1979,281.4,171.4,"61,559.80",127.7,328.4,467.2,"2,210.00",4549.32,2834.14,936.4,"175,245.60","1,063.00","5,625.80",12613005.94,6717.24,"134,248.90",28341.8,236.7,251
7/4/1979,283.5,172.1,"61,420.90",127.4,329.2,467.8,"2,199.30",4549.32,2834.14,931.8,"174,397.20","1,057.80","5,598.50",12613005.94,6717.24,"133,599.00",28341.8,240,252.2
7/5/1979,288.3,174.7,"62,193.30",129.3,333.9,473.1,"2,221.20",4549.32,2834.14,941.1,"176,134.10","1,068.40","5,654.30",12613005.94,6717.24,"134,929.50",28341.8,244.3,255.2
7/6/1979,290.3,176.5,"63,156.60",130.7,336.3,482.3,"2,258.00",4549.32,2834.14,956.7,"179,047.00","1,086.00","5,747.80",12613005.94,6717.24,"137,161.00",28341.8,245.7,258.4
