Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
10/8/2008,903.5,661.3,"89,853.10",522.7,"1,013.70","1,018.90","43,368.00","6,160.70","1,290.00","3,404.80","8,723,292.50","3,319.10","31,026.20","15,002,617.50","4,969.30","1,285,048.10","23,572.70","8,363.40","1,355.20"
10/9/2008,883.5,648.3,"88,765.30",514.3,"1,012.60","1,000.40","42,408.00","6,030.10","1,239.20","3,323.10","8,477,182.50","3,245.60","30,317.30","14,670,517.50","4,865.90","1,211,720.30","23,072.00","8,052.80","1,260.90"
10/10/2008,900.5,669,"89,725.80",530.5,"1,069.20","1,017.90","43,633.70","6,154.90","1,287.90","3,377.20","9,050,025.00","3,307.80","30,950.20","14,930,290.00","4,946.90","1,170,064.70","23,687.70","8,422.40","1,378.40"
10/13/2008,831.5,615.7,"84,214.30",480.5,966.1,949.4,"40,128.20","5,687.30","1,161.40","3,127.70","8,165,330.00","3,054.50","28,458.10","13,794,585.00","4,608.20","1,016,924.50","21,838.90","7,672.20","1,221.70"
10/14/2008,832.5,609.9,"85,056.50",476.9,962.8,944.3,"40,022.40","5,689.80","1,147.00","3,130.30","8,158,500.00","3,058.30","28,336.60","13,815,337.50","4,617.50","989,659.40","21,730.00","7,509.20","1,185.10"
10/15/2008,847,625.9,"85,953.60",487.7,"1,000.50",964.3,"41,107.00","5,786.70","1,213.30","3,189.00","8,304,835.00","3,111.50","28,874.20","14,054,271.00","4,719.90","1,048,924.80","22,207.60","8,104.80","1,239.40"
10/16/2008,802.5,599,"80,755.60",466.5,954.5,911.7,"39,222.20","5,492.00","1,221.80","3,023.40","8,011,357.50","2,947.70","27,501.70","13,313,475.00","4,478.00","1,079,547.10","21,157.80","8,420.90","1,199.70"
10/17/2008,784.5,583.4,"79,681.70",453.6,926,891,"38,350.30","5,369.20","1,173.50","2,955.10","7,690,453.50","2,881.20","26,857.40","13,022,700.00","4,368.90","1,011,612.80","20,646.90","7,829.30","1,128.60"
10/20/2008,795,597.6,"80,835.60",464.5,949.7,915.7,"38,931.20","5,430.00","1,206.80","2,988.90","7,802,925.00","2,919.70","27,268.50","13,240,725.00","4,434.10","1,045,425.00","20,990.70","8,124.20","1,141.30"
10/21/2008,772,589.2,"77,524.20",457.8,940.9,891.4,"37,804.80","5,275.60","1,225.40","2,897.60","7,681,400.00","2,835.40","26,537.50","13,000,480.00","4,308.90","1,050,676.60","20,586.50","8,225.40","1,132.80"
10/22/2008,744,577.8,"73,373.30",456.4,930.2,863.3,"36,649.40","5,085.10","1,260.60","2,791.50","7,402,800.00","2,732.90","25,694.00","12,535,656.00","4,152.50","1,064,403.60","20,022.40","8,463.40","1,100.30"
10/23/2008,720,561.8,"69,883.20",447.8,905.9,838.7,"35,865.00","4,921.60","1,222.70","2,701.30","7,153,200.00","2,644.60","24,962.40","12,132,000.00","4,023.00","1,002,189.60","19,419.60","8,070.60","1,093.20"
10/24/2008,712.5,561.9,"67,174.50",449.4,906.7,829,"35,600.10","4,876.40","1,203.80","2,673.50","7,196,250.00","2,617.60","24,684.60","12,004,200.00","3,975.10","1,012,426.90","19,334.00","7,905.50","1,137.80"
10/27/2008,730.5,581.2,"68,550.10",466.3,939.6,842.9,"36,420.90","5,005.60","1,188.20","2,739.20","8,145,075.00","2,683.10","25,370.30","12,305,272.50","4,085.30","1,072,615.10","19,903.30","7,907.30","1,194.20"
10/28/2008,730.5,585.8,"70,449.40",468.7,948.9,848.8,"36,420.90","5,003.10","1,145.10","2,739.20","8,072,025.00","2,683.90","25,538.30","12,300,159.00","4,075.10","1,050,641.60","19,987.40","7,728.50","1,167.90"
10/29/2008,764,592.3,"74,161.50",465.1,936.6,865.4,"37,976.50","5,225.00","1,155.50","2,865.90","8,251,200.00","2,806.30","26,652.10","12,862,704.00","4,263.10","1,084,116.00","20,542.50","7,540.70","1,139.60"
10/30/2008,755.3,584.4,"74,210.90",461.2,919.9,861.6,"37,541.60","5,156.10","1,163.80","2,833.70","8,005,650.00","2,774.60","26,324.20","12,698,018.30","4,206.70","973,479.50","20,255.10","7,590.20","1,123.20"
10/31/2008,730.8,574.3,"71,803.50",452.5,877.1,848.5,"36,135.60","4,998.00","1,122.10","2,741.30","7,928,637.50","2,684.30","25,572.60","12,294,868.80","4,070.50","983,954.90","19,786.50","7,128.50","1,099.70"
11/3/2008,729.5,576.6,"72,278.90",461.1,864.9,855.1,"35,493.80","4,988.40","1,132.20","2,738.00","7,951,550.00","2,679.20","25,474.10","12,270,190.00","4,062.10","919,775.50","19,804.00","7,262.50","1,074.20"
11/4/2008,741.3,570.9,"74,295.50",463.4,854.2,861.5,"35,352.10","5,067.20","1,101.90","2,781.50","7,894,312.50","2,722.80","25,906.70","12,476,720.00","4,101.00","921,581.30","19,872.40","7,150.30","1,062.00"
11/5/2008,753.8,579.8,"74,606.20",470.1,874.4,876.4,"35,769.20","5,154.40","1,149.80","2,831.10","8,215,875.00","2,768.60","26,327.70","12,694,657.50","4,166.40","962,011.10","20,184.50","7,321.90","1,086.30"
11/6/2008,754.5,592.1,"73,963.60",477.4,895.5,886.9,"36,012.30","5,148.20","1,179.30","2,829.60","8,316,853.50","2,771.20","26,403.70","12,704,271.00","4,168.60","1,022,181.50","20,381.50","7,606.90","1,118.40"
11/7/2008,735.3,576.2,"72,083.90",467.1,869.5,865.9,"35,145.00","5,022.30","1,135.60","2,761.10","8,014,225.00","2,700.10","25,663.90","12,472,781.00","4,069.60","965,383.30","19,879.50","7,481.20","1,094.30"
11/10/2008,753,589.9,"73,598.20",481.9,899.9,887.3,"35,654.60","5,140.40","1,164.70","2,825.30","8,226,525.00","2,766.00","26,263.90","12,759,585.00","4,160.30","1,011,226.30","20,353.70","7,514.90","1,123.90"
11/11/2008,733.8,584.4,"71,709.40",476,884.8,870.2,"35,315.40","5,005.00","1,178.00","2,752.00","8,383,093.80","2,695.10","25,640.90","12,433,393.80","4,048.50","978,624.40","20,208.20","7,590.30","1,123.00"
11/12/2008,724.8,577.2,"69,525.30",481,891.3,857.3,"35,657.70","4,949.80","1,183.60","2,719.00","8,443,337.50","2,662.20","25,348.10","12,288,136.30","4,008.10","985,370.10","19,951.70","7,492.10","1,124.30"
11/13/2008,713.5,573,"68,010.80",486.4,888,855.7,"35,104.20","4,873.20","1,183.10","2,676.80","8,490,650.00","2,621.00","24,968.90","12,108,095.00","3,944.80","1,004,964.80","19,717.40","7,597.10","1,124.90"
11/14/2008,747.5,587.4,"72,283.30",505,919,888.3,"36,612.60","5,101.20","1,209.00","2,804.30","8,727,062.50","2,745.90","26,162.50","12,697,782.50","4,133.70","1,066,495.60","20,447.10","7,487.20","1,139.30"
11/17/2008,734,576.9,"71,198.00",488.7,892.1,877.4,"36,222.90","5,011.00","1,197.40","2,753.70","8,734,600.00","2,696.30","25,671.70","12,461,852.00","4,054.30","1,047,601.50","20,069.30","7,442.40","1,117.70"
11/18/2008,738,582.3,"71,563.90",492.4,907.8,884.1,"36,641.70","5,036.40","1,221.80","2,768.70","8,745,300.00","2,710.70","25,841.10","12,525,336.00","4,079.30","1,062,609.30","20,227.40","7,545.20","1,127.20"
11/19/2008,762,605.2,"73,594.00",506,946,923.2,"38,107.60","5,208.10","1,312.50","2,858.70","9,296,400.00","2,799.30","26,685.20","12,934,950.00","4,210.10","1,125,054.90","20,967.30","7,970.50","1,174.70"
11/20/2008,738,587.2,"70,818.50",498.2,942.1,900.9,"37,029.20","5,043.90","1,259.20","2,768.70","8,966,700.00","2,710.80","25,929.60","12,526,074.00","4,081.10","1,110,505.50","20,308.80","7,792.30","1,184.60"
11/21/2008,774.5,617.6,"73,848.60",524.4,994.9,947.8,"38,763.70","5,293.60","1,299.40","2,905.60","9,448,900.00","2,844.80","27,305.00","13,144,814.00","4,283.00","1,142,604.40","21,336.90","8,126.40","1,231.30"
11/24/2008,822.5,638.2,"79,321.90",542.4,"1,014.10",985.8,"41,042.80","5,617.00","1,303.70","3,085.70","10,281,250.00","3,021.10","29,013.70","13,956,180.00","4,547.40","1,203,317.50","22,513.50","8,338.10","1,267.50"
11/25/2008,820.5,631.9,"78,062.40",534.9,"1,009.80",974.6,"40,943.00","5,601.70","1,298.90","3,078.20","10,215,225.00","3,013.80","28,852.90","13,926,346.50","4,535.30","1,230,339.80","22,412.00","8,120.80","1,273.10"
11/26/2008,812.5,630.8,"77,577.50",531.3,"1,000.50",977.2,"40,198.40","5,548.20","1,276.60","3,048.20","9,953,125.00","2,984.40","28,652.80","13,787,312.50","4,483.00","1,198,031.30","22,295.70","8,026.70","1,246.40"
11/27/2008,814,631.2,"77,704.40",528.4,"1,002.80",977.8,"40,272.70","5,559.00","1,280.00","3,053.80","9,808,700.00","2,989.90","28,840.00","13,816,836.00","4,487.20","1,201,830.30","22,330.00","8,066.70","1,234.30"
11/28/2008,814.5,641.1,"77,841.80",529.6,"1,010.30",988.9,"40,806.50","5,574.40","1,276.40","3,055.70","9,794,362.50","2,991.70","28,890.30","13,823,694.00","4,487.90","1,196,500.50","22,740.50","8,214.70","1,242.00"
12/1/2008,778,616.2,"72,494.00",524,962.6,936.3,"39,172.30","5,356.50","1,250.00","2,918.30","9,802,800.00","2,857.70","27,805.70","13,197,214.00","4,292.20","1,149,611.70","21,785.30","8,153.10","1,205.10"
12/2/2008,780,613.3,"72,984.60",523.1,971.4,941.2,"39,117.00","5,365.90","1,233.70","2,926.30","9,399,000.00","2,865.00","27,721.20","13,242,840.00","4,305.60","1,140,383.40","21,762.60","8,100.70","1,211.40"
12/3/2008,766.3,605,"71,276.60",519.3,963.9,930,"38,274.20","5,271.80","1,202.30","2,874.60","9,156,687.50","2,814.50","27,293.80","13,010,925.00","4,224.00","1,108,342.30","21,419.50","7,800.40","1,187.60"
12/4/2008,773.3,604.5,"71,711.20",524.2,977.5,926.2,"38,531.10","5,304.50","1,199.50","2,900.40","9,221,006.30","2,840.20","27,593.40","13,129,011.80","4,263.60","1,147,735.00","21,504.20","7,940.90","1,192.70"
12/5/2008,749,592,"68,960.40",513.2,971,917.2,"37,131.70","5,156.90","1,208.90","2,810.30","8,819,475.00","2,751.20","26,743.10","12,710,530.00","4,127.00","1,105,336.80","21,160.00","7,853.30","1,181.60"
12/8/2008,767.3,594,"71,177.80",518.1,965.5,924,"38,032.60","5,256.40","1,205.60","2,878.40","9,034,368.80","2,818.20","27,233.50","13,030,206.80","4,232.40","1,110,463.90","21,433.10","7,759.20","1,159.30"
12/9/2008,767.8,591.8,"70,855.70",518.4,965.2,923.4,"38,057.40","5,257.50","1,197.80","2,879.80","8,368,475.00","2,820.00","27,212.90","13,037,930.50","4,229.50","1,098,174.30","21,396.00","7,742.80","1,158.00"
12/10/2008,802.3,616.6,"74,505.00",540.8,"1,008.40",959.2,"39,270.10","5,493.40","1,246.90","3,010.00","8,754,954.30","2,946.70","28,431.70","13,624,611.80","4,424.30","1,105,941.70","22,336.70","8,130.40","1,212.80"
12/11/2008,827.8,618.5,"75,813.60",549.5,"1,009.60",976.5,"40,104.50","5,682.50","1,265.10","3,105.80","9,105,250.00","3,040.40","29,041.60","14,053,539.50","4,569.00","1,112,909.90","22,887.80","8,240.30","1,219.10"
12/12/2008,826.5,619.3,"75,467.70",553.5,"1,028.40",975.4,"40,046.00","5,657.50","1,285.20","3,100.60","9,484,087.50","3,035.80","28,923.40","14,028,184.50","4,556.10","1,134,371.30","22,915.50","8,388.60","1,250.80"
12/15/2008,826,604.7,"74,885.20",540.1,"1,023.80",957.9,"39,689.30","5,653.30","1,286.00","3,098.80","9,147,950.00","3,034.00","28,798.50","14,024,654.00","4,557.00","1,132,033.00","22,838.20","8,363.30","1,234.30"
12/16/2008,838.3,607.3,"75,492.80",548.2,"1,023.10",956.6,"40,177.30","5,736.40","1,305.00","3,144.80","9,346,487.50","3,079.00","29,154.30","14,235,999.80","4,620.90","1,126,188.90","23,064.40","8,581.60","1,239.50"
12/17/2008,870,606,"76,377.30",562.4,"1,046.10",940.6,"41,499.00","5,946.70","1,330.10","3,263.90","9,284,640.00","3,195.60","30,080.30","14,776,080.00","4,795.00","1,132,087.50","23,767.70","8,540.20","1,245.00"
12/18/2008,855.3,598.7,"76,681.70",571.4,"1,022.50",924.3,"40,102.70","5,851.80","1,284.20","3,208.60","9,373,540.00","3,141.40","29,446.30","14,526,421.30","4,718.80","1,107,805.30","23,555.00","8,137.90","1,229.30"
12/19/2008,835.8,602.3,"74,958.40",562.5,"1,028.90",927.1,"39,493.40","5,712.90","1,276.20","3,135.70","9,151,462.50","3,069.80","28,816.70","14,199,392.50","4,611.30","1,091,681.70","23,571.10","8,083.90","1,233.40"
12/22/2008,849,609,"76,477.90",572.8,"1,035.50",926.5,"40,743.50","5,816.50","1,300.40","3,184.90","9,636,150.00","3,118.50","29,316.00","14,426,208.00","4,683.50","1,123,269.50","24,126.00","8,257.00","1,243.80"
12/23/2008,843.5,604.3,"76,564.50",573.7,"1,025.40",916.4,"41,086.90","5,776.70","1,282.40","3,165.50","9,468,287.50","3,098.30","29,197.80","14,329,378.00","4,644.60","1,140,243.30","23,953.50","8,132.40","1,240.60"
12/24/2008,843.5,604.3,"76,564.50",573.7,"1,025.40",916.4,"41,086.90","5,776.70","1,282.40","3,165.50","9,468,287.50","3,098.30","29,197.80","14,329,378.00","4,644.60","1,140,243.30","23,953.50","8,132.40","1,240.60"
12/25/2008,843.5,604.3,"76,564.50",573.7,"1,025.40",916.4,"41,086.90","5,776.70","1,282.40","3,165.50","9,468,287.50","3,098.30","29,197.80","14,329,378.00","4,644.60","1,140,243.30","23,953.50","8,132.40","1,240.60"
12/26/2008,843.5,604.3,"76,564.50",573.7,"1,025.40",916.4,"41,086.90","5,776.70","1,282.40","3,165.50","9,468,287.50","3,098.30","29,197.80","14,329,378.00","4,644.60","1,140,243.30","23,953.50","8,132.40","1,240.60"
12/29/2008,880.3,621.2,"79,319.30",604.9,"1,071.90",920.1,"42,604.10","6,021.50","1,333.40","3,304.60","9,770,775.00","3,233.30","30,793.80","15,396,452.80","4,851.30","1,121,526.50","25,795.00","8,316.00","1,271.10"
12/30/2008,869.8,616.2,"78,564.50",603.5,"1,060.50",919,"42,152.40","5,945.00","1,323.30","3,264.50","9,523,762.50","3,194.70","30,223.80","15,194,532.50","4,796.20","1,126,761.10","25,547.10","8,143.00","1,259.40"
12/31/2008,869.8,616.2,"78,564.50",603.5,"1,060.50",919,"42,152.40","5,945.00","1,323.30","3,264.50","9,523,762.50","3,194.70","30,223.80","15,194,532.50","4,796.20","1,126,761.10","25,547.10","8,143.00","1,259.40"
1/1/2009,869.8,616.2,"78,564.50",603.5,"1,060.50",919,"42,152.40","5,945.00","1,323.30","3,264.50","9,523,762.50","3,194.70","30,223.80","15,194,532.50","4,796.20","1,126,761.10","25,547.10","8,143.00","1,259.40"
1/2/2009,874.5,629.7,"79,903.10",604.7,"1,056.50",938.5,"42,474.50","5,976.90","1,344.00","3,282.00","9,619,500.00","3,212.10","30,367.00","15,285,385.50","4,809.60","1,156,089.00","25,922.40","8,122.40","1,238.80"
1/5/2009,853.5,628.5,"79,623.00",583.5,"1,017.10",945,"41,488.60","5,836.80","1,309.60","3,203.30","9,324,487.50","3,135.00","29,893.80","14,912,352.00","4,696.40","1,121,908.70","25,332.70","7,957.80","1,194.70"
1/6/2009,848.3,628.5,"79,786.40",568.1,"1,001.40",948.9,"41,343.70","5,800.60","1,282.20","3,182.30","9,288,337.50","3,115.70","29,726.90","14,810,445.00","4,660.30","1,104,022.80","25,903.00","7,884.80","1,175.20"
1/7/2009,848.5,620.9,"78,579.60",558.6,"1,008.30",930,"41,419.50","5,802.80","1,305.00","3,182.80","9,121,375.00","3,116.60","29,583.00","14,830,931.50","4,650.90","1,115,353.30","25,859.70","8,047.70","1,180.80"
1/8/2009,855.8,624.5,"77,967.40",562.9,"1,014.30",935.4,"41,773.40","5,850.80","1,331.10","3,209.80","9,370,462.50","3,143.10","29,780.10","14,951,664.00","4,700.90","1,136,008.10","26,044.30","8,266.60","1,204.30"
1/9/2009,847.3,628.8,"76,422.00",558.8,"1,008.40",942.1,"40,888.30","5,792.10","1,322.40","3,177.70","9,451,073.80","3,112.00","29,522.40","14,806,541.00","4,654.80","1,137,644.90","26,159.70","8,285.00","1,199.70"
1/12/2009,827,616.6,"73,677.40",555.9,"1,001.70",918.3,"40,394.80","5,657.70","1,319.60","3,101.70","9,149,101.00","3,037.70","28,907.80","14,455,133.00","4,556.80","1,130,302.30","25,671.70","8,360.60","1,208.90"
1/13/2009,826.5,626,"73,996.60",568.5,"1,014.10",925,"40,593.60","5,652.90","1,319.40","3,099.60","9,182,415.00","3,036.00","28,840.70","14,443,087.50","4,560.20","1,107,989.40","25,845.50","8,277.20","1,239.10"
1/14/2009,821.5,623.7,"73,302.50",563.7,"1,022.20",918.3,"40,097.40","5,623.20","1,334.10","3,081.00","9,181,905.50","3,017.70","28,686.80","14,358,998.50","4,536.70","1,115,884.50","26,044.40","8,352.40","1,239.40"
1/15/2009,810,620.2,"72,422.10",555.4,"1,020.80",912.1,"39,714.30","5,543.60","1,312.70","3,037.90","9,079,290.00","2,975.10","28,265.00","14,158,800.00","4,475.30","1,124,280.00","26,159.80","8,247.80","1,235.30"
1/16/2009,833.8,629.9,"75,371.00",568.7,"1,043.90",930.8,"40,620.30","5,707.00","1,364.70","3,126.80","9,202,932.50","3,062.40","29,072.90","14,573,116.30","4,593.00","1,141,820.60","27,147.30","8,397.10","1,249.80"
1/19/2009,833,633.8,"75,378.20",574.7,"1,041.30",941.4,"40,517.10","5,694.00","1,369.00","3,124.10","9,261,294.00","3,059.90","29,084.20","14,556,675.00","4,605.50","1,139,127.50","27,647.30","8,437.90","1,237.90"
1/20/2009,853.3,659.6,"76,903.40",609.5,"1,077.20",977.3,"41,988.40","5,837.10","1,419.20","3,200.00","9,636,605.50","3,134.20","29,825.40","14,915,663.30","4,708.90","1,168,099.30","28,132.10","8,707.00","1,300.10"
1/21/2009,849.3,660,"74,776.50",618.3,"1,075.60",981.8,"41,706.70","5,811.00","1,415.30","3,185.20","9,511,600.00","3,119.60","29,677.00","14,844,890.00","4,695.30","1,167,574.40","27,861.30","8,627.50","1,302.10"
1/22/2009,860,663.1,"76,583.00",620,"1,084.10",993,"42,234.60","5,880.30","1,425.60","3,225.40","9,632,000.00","3,159.10","30,005.40","15,033,660.00","4,768.70","1,191,942.80","28,088.20","8,664.90","1,311.00"
1/23/2009,875.8,677.9,"77,792.90",639.1,"1,087.80","1,015.30","43,086.90","5,995.80","1,465.90","3,284.50","9,782,127.50","3,217.00","30,581.20","15,305,482.80","4,862.90","1,238,774.70","28,853.20","8,954.50","1,338.70"
1/26/2009,910.3,692.4,"81,085.10",653.5,"1,115.60","1,040.10","44,784.30","6,232.00","1,483.70","3,414.40","10,294,927.50","3,343.70","31,754.10","15,908,439.30","5,061.00","1,271,236.90","29,866.30","9,211.70","1,380.00"
1/27/2009,897.5,681.1,"79,769.80",633.2,"1,098.70","1,021.70","43,928.10","6,144.70","1,459.70","3,367.40","10,150,725.00","3,296.90","31,313.80","15,685,607.50","4,980.50","1,245,146.60","29,665.60","8,954.80","1,354.90"
1/28/2009,895.3,674.6,"80,330.80",624.7,"1,082.70","1,023.50","43,795.60","6,123.70","1,448.60","3,359.00","10,125,277.50","3,288.60","31,239.80","15,646,284.30","4,983.00","1,216,644.80","30,259.80","8,853.70","1,334.40"
1/29/2009,892.3,688.2,"79,945.60",625,"1,090.20","1,027.30","43,711.30","6,108.80","1,456.50","3,348.20","10,095,808.80","3,277.60","31,139.50","15,593,853.30","4,958.50","1,233,517.80","31,283.40","8,959.50","1,364.90"
1/30/2009,919.5,716.9,"82,690.60",635.8,"1,135.30","1,067.50","45,027.90","6,295.40","1,510.30","3,450.40","10,463,910.00","3,377.10","32,154.90","16,076,538.00","5,117.80","1,282,426.70","32,902.90","9,380.80","1,441.00"
2/2/2009,918.3,713.7,"82,495.60",644,"1,138.50","1,064.60","44,838.20","6,288.80","1,512.80","3,445.00","10,835,350.00","3,372.50","32,111.20","16,056,519.50","5,104.40","1,285,898.90","33,137.60","9,315.00","1,447.70"
2/3/2009,904.5,699.1,"80,681.40",631.1,"1,120.90","1,038.80","44,157.70","6,187.20","1,486.10","3,392.90","10,560,037.50","3,322.40","31,616.80","15,811,564.50","5,032.00","1,252,280.30","32,656.40","9,173.90","1,401.70"
2/4/2009,905,704.2,"81,160.40",624.3,"1,110.60","1,049.00","44,100.70","6,185.50","1,481.30","3,394.70","10,565,875.00","3,324.10","31,611.70","15,818,495.00","5,031.40","1,244,556.00","32,844.40","9,013.80","1,393.40"
2/5/2009,920,714.8,"84,308.80",628.2,"1,126.40","1,071.60","44,868.40","6,289.80","1,500.20","3,450.70","10,741,000.00","3,379.30","32,167.80","16,088,960.00","5,109.30","1,260,611.60","33,364.10","9,029.40","1,400.50"
2/6/2009,913,707.8,"84,005.10",617.6,"1,127.80","1,066.20","44,440.30","6,241.40","1,477.70","3,424.80","10,663,840.00","3,353.50","31,968.70","15,963,805.00","5,057.50","1,254,872.90","33,050.80","8,809.80","1,349.60"
2/9/2009,895,685.4,"82,017.80",598.8,"1,089.40","1,038.40","43,452.30","6,121.50","1,439.20","3,357.10","10,449,125.00","3,287.40","31,329.50","15,634,755.00","4,962.80","1,237,230.10","32,033.30","8,585.30","1,309.10"
2/10/2009,909.8,702,"82,550.70",622.4,"1,121.10","1,051.00","44,368.50","6,216.30","1,486.70","3,412.30","10,757,793.80","3,341.50","31,841.30","15,906,978.80","5,055.90","1,274,377.80","32,537.90","8,897.40","1,381.80"
2/11/2009,938,729.6,"84,889.00",654.2,"1,167.20","1,089.10","45,633.70","6,410.00","1,536.70","3,518.30","11,030,880.00","3,445.40","32,905.00","16,398,116.00","5,198.20","1,309,851.30","33,053.20","9,295.60","1,436.70"
2/12/2009,943.3,735.5,"85,505.60",662.8,"1,178.60","1,098.20","46,030.60","6,448.70","1,561.30","3,538.00","11,460,487.50","3,464.60","33,183.50","16,490,839.80","5,236.00","1,334,415.80","32,724.30","9,512.70","1,448.00"
2/13/2009,935.5,726.3,"85,869.60",650.3,"1,162.60","1,084.10","45,465.30","6,394.10","1,537.70","3,508.90","11,010,835.00","3,436.20","32,882.80","16,355,346.50","5,196.10","1,317,932.40","32,373.40","9,317.30","1,421.50"
2/16/2009,942.5,737.9,"86,530.90",661.4,"1,171.70","1,095.70","46,036.40","6,441.70","1,573.10","3,535.30","11,145,062.50","3,461.90","33,119.50","16,482,440.00","5,236.00","1,345,607.30","33,172.00","9,459.70","1,453.10"
2/17/2009,968,769.1,"89,472.20",680.5,"1,223.00","1,136.50","48,061.20","6,620.60","1,639.80","3,630.80","11,519,200.00","3,555.50","34,155.90","16,929,352.00","5,397.90","1,408,682.00","35,177.40","9,948.60","1,518.90"
2/18/2009,964,767.2,"90,375.00",678,"1,216.30","1,136.20","48,127.70","6,590.20","1,641.30","3,615.70","11,640,300.00","3,540.80","34,072.60","16,856,504.00","5,376.70","1,423,230.30","34,965.30","9,808.60","1,509.60"
2/19/2009,980.5,773.3,"92,402.30",684.4,"1,231.80","1,151.60","48,672.00","6,703.60","1,658.80","3,677.50","11,849,342.50","3,601.50","34,896.00","17,145,023.00","5,481.00","1,453,101.00","35,199.70","9,837.60","1,519.00"
2/20/2009,989,774.9,"92,669.30",686.6,"1,241.20","1,147.00","49,183.00","6,762.00","1,689.90","3,709.30","11,942,175.00","3,632.70","35,287.50","17,289,698.00","5,506.30","1,498,285.60","35,613.40","10,011.20","1,535.20"
2/23/2009,985.8,773.8,"93,311.10",679.1,"1,233.50","1,148.30","49,021.40","6,738.60","1,670.80","3,697.30","11,740,282.50","3,620.60","35,132.10","17,229,924.30","5,510.90","1,474,682.00","35,506.70","9,926.00","1,530.90"
2/24/2009,984.3,770.2,"95,098.20",683.5,"1,227.60","1,147.30","49,079.60","6,729.60","1,664.50","3,691.40","11,742,102.50","3,615.30","35,113.10","17,204,690.00","5,510.70","1,492,713.60","35,404.90","9,789.40","1,526.90"
2/25/2009,978.5,767.7,"95,090.60",688.2,"1,228.20","1,141.10","48,866.30","6,690.40","1,658.00","3,669.90","11,688,182.50","3,594.00","35,035.20","17,104,180.00","5,482.10","1,483,552.80","35,010.80","9,750.80","1,510.30"
2/26/2009,936.5,734.3,"92,320.20",654.3,"1,167.80","1,092.20","47,251.10","6,405.70","1,579.30","3,512.30","11,219,270.00","3,439.80","33,676.50","16,371,893.00","5,239.70","1,417,158.60","33,448.30","9,248.40","1,435.30"
2/27/2009,952,748.7,"93,257.90",663.6,"1,205.80","1,109.30","48,685.30","6,511.50","1,617.50","3,570.40","11,404,960.00","3,496.70","34,433.80","16,640,008.00","5,321.70","1,459,939.60","34,124.00","9,605.20","1,476.40"
3/2/2009,937.3,745,"91,260.00",668.3,"1,205.90","1,102.10","48,657.30","6,416.20","1,620.20","3,515.10","11,364,156.30","3,442.70","33,970.60","16,370,008.50","5,255.40","1,472,185.40","33,912.20","9,853.60","1,485.60"
3/3/2009,913.8,726.9,"89,858.20",650.2,"1,181.90","1,072.30","47,487.60","6,251.20","1,585.80","3,427.00","10,960,431.30","3,356.30","32,995.50","15,969,608.80","5,130.70","1,418,140.00","33,142.60","9,594.40","1,426.80"
3/4/2009,908.5,720.3,"90,159.50",642.9,"1,163.10","1,066.50","46,824.10","6,217.00","1,565.00","3,407.40","10,924,712.50","3,337.10","32,765.10","15,876,946.00","5,104.40","1,409,310.60","32,709.60","9,420.00","1,402.70"
3/5/2009,913,727.9,"89,848.30",647.2,"1,175.40","1,072.40","47,261.50","6,245.60","1,618.10","3,424.40","10,999,824.00","3,352.10","33,059.70","15,958,327.00","5,143.20","1,431,584.00","32,775.10","9,684.90","1,429.70"
3/6/2009,936,738.4,"91,540.80",663.3,"1,203.20","1,079.20","48,381.80","6,402.20","1,678.30","3,510.70","11,241,360.00","3,438.10","33,738.10","16,362,216.00","5,239.30","1,445,558.40","33,455.90","9,803.70","1,460.50"
3/9/2009,923.8,730.8,"91,275.70",668.6,"1,197.90","1,070.40","47,905.70","6,318.50","1,668.90","3,464.70","11,177,375.00","3,393.10","33,384.30","16,148,073.80","5,221.00","1,427,655.60","32,885.50","9,782.50","1,460.50"
3/10/2009,901.5,710.4,"88,933.00",654.6,"1,157.90","1,042.80","46,751.80","6,167.30","1,585.00","3,381.30","10,705,312.50","3,311.10","32,431.50","15,759,121.50","5,091.20","1,350,537.20","31,601.40","9,314.80","1,398.80"
3/11/2009,899.5,703.6,"87,701.30",651.5,"1,156.20","1,040.20","46,648.10","6,152.90","1,570.10","3,373.70","10,774,211.00","3,304.00","32,346.00","15,721,461.00","5,109.20","1,340,165.10","31,544.40","9,101.00","1,386.00"
3/12/2009,925.3,720.7,"90,498.70",665.9,"1,185.70","1,098.70","48,011.20","6,327.60","1,578.90","3,470.20","11,103,000.00","3,398.40","33,276.60","16,177,996.30","5,260.10","1,381,537.00","32,470.20","9,230.20","1,422.80"
3/13/2009,928,719.3,"90,971.80",663.9,"1,182.20","1,102.30","47,778.10","6,345.70","1,589.70","3,480.60","11,112,800.00","3,408.60","33,361.60","16,223,296.00","5,269.70","1,378,822.40","32,208.80","9,239.60","1,412.10"
3/16/2009,919.5,707.4,"90,322.50",652.8,"1,166.00","1,090.00","47,193.30","6,287.60","1,552.40","3,448.70","10,988,025.00","3,377.40","32,918.10","16,073,779.50","5,181.40","1,299,832.80","31,862.30","9,070.90","1,388.10"
3/17/2009,915.5,704.9,"90,323.20",652.4,"1,164.40","1,084.40","47,129.90","6,259.50","1,560.70","3,433.70","11,031,775.00","3,362.60","32,793.20","16,008,433.00","5,155.20","1,293,583.20","31,619.00","9,066.30","1,388.60"
